IDText,Text,predicted_label
TXT0803,anies paling fasih bicara antikorupsi karena pernah menjabat ketua komisi etik kpk amp menyabet sekaligus 3 penghargaan kpk saat menjabat gubernur serta wtp 5x berturutturut  re ekowboy2,Politik
TXT0804,cuitcuap_ sepakat nih masbowogbran pastinya peringatkan kepada semua wisudawan dan masyarakat agar menghindar diajak percaya pada ajaran yg keras  karenahati baikpakbowo prabowo ,Ideologi
TXT0805,ganjarpranowo mohmahfudmd ganjar dengan semangat pelayanan dan kepedulian anda adalah pilar kemajuan dan persatuan jawa tengah,Ideologi
TXT0806,sosok ganjar pranowo ganjar presiden rakyat yang tegas tapi tetep enak diajak ngobrol bikin nelayan yakin banget kalo ada yang peduli sama mereka di  taat hukum jnk  ,Politik
TXT0807,capres ganjar pranowo yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara  jnk,Sosial Budaya
TXT0808,ganjarpranowo ganjar pranowo sosok yang terbuka terhadap masukan masyarakat menciptakan pemerintahan yang inklusif,Politik
TXT0809,barusan banget salah satu keluarga ku ngomong gini kalau anies itu banyak korupsi dan kalau nanti anies terpilih bakal stop bansos2 well black campaign mereka dengan suap bansos ini mengerikan sih ngeriiii,Politik
TXT0810,ganjarmahfud memiliki rencana konkrit untuk mengentaskan kemiskinan di desa allaxtus_nms happy new year   l3bihbaik,Sosial Budaya
TXT0811,pak anies dicopot jadi menteri pendidikan karena menggagalkan penyimpangan anggaran tunjangan profesi gurukalo gemoy di pecat dari tni krna apa re safa_andriana,Politik
TXT0812,cara mengurangi korupsi pejabat negara jangan pilih prabowogibran ãâÿââÿãâÿââÿãâÿââÿ re yarachantique,Politik
TXT0813,ganjarpranowo mohmahfudmd sosok pemimpin yang mendengarkan dan merespons aspirasi rakyat ganjar menciptakan pemerintahan yang transparan,Ideologi
TXT0814,tujuan ku dan tujuan kalian adalah sama sama sama agar prabowo gibran kalah dalam pilpres 2024 jika pemilu 1 putaran hemat anggaran 17 triliun jika prabowo gibran kalah negara hemat anggaran 450 triliun kita telah berbuat yang terbaik utk negara  re sniperdroen_,Politik
TXT0815,momen manis utk indonesia kalo ganjarmahfud yang pimpin soalnya mereka paham banget gimana caranya menjaga persatuan dalam keragaman baik di dalam negeri atau luar negeri tas tes regoolbalap   coblos3,Ideologi
TXT0816,calon presiden capres nomor urut 1 anies baswedan menganggap masalah stunting merupakan polemik yang krusial mesti diselesaikan di indonesia menurut anies akan ada gagasan mengatasi kekurangan gizi dengan memberi indikator kesehatan yang mesti dipenuhi kepada daerah untuk mengatasi stunting jika dilih jadi presiden 20242029 ke depan kami akan membuat sistem sehingga setiap bupati wali kota gubernur mereka punya  kesehatan yang harus mereka penuhi di wilayah masingmasing ujar dia dalam acara desak anies edisi tenaga kesehatan nakes di half patiunus jakarta selatan kamis 1812024 simak berita selengkapnya hanya di hardnews_politik newsone  aniesbaswedan stunting politik tvonetvpemilu  maumemilih capres cawapres pemilu2024 pilpres2024 no02 re tvonenews,Sosial Budaya
TXT0817,rembuganjar bersama nelayan di kabupaten rembang kamis 412024 ganjar pranowo menampung aspirasi para nelayan dan memberikan solusinya terkait kesulitan yang dialami nelayan dalam mengakses bantuan yang diberikan oleh pemerintah  satset re ari3pras,Sosial Budaya
TXT0818,ada penjelasan babe haikal bahwa ada kemungkinan prabowo akan masukin wan qibul ke dlm struktur pemerintahan kelak tapi semoga pasca debat kemaren bapak berpikir ulang yah krn kami akar rumput yg tegak lurus selama ini gak akan pernah rela ãâÿââ re aditbandit234,Politik
TXT0819,yang nyalon 4 kali dia yang melanggar etika demi bisa nyalon juga dia yang dituduh ambisi anies qjika kalian bukan dia re dapitnih,Politik
TXT0820,kubu prabowo buka suara soal wacana impor 15 juta sapi perah india re oposisicerdas,Politik
TXT0821,partaisocmed gr4sssss aniesbaswedan prabowo bkn etika lagi tapi otak jahat klu bersaksi bohong di debat capres ditonton jutaan pemirsa kpd yg pernah mengusung jd gubernur dki ngeri politikus kutu loncat,Politik
TXT0822,ganjar pranowo pemimpin yang berfokus pada kesejahteraan rakyat melalui ekonomi yang inklusif miiezue happy new year   l3bihbaik,Ekonomi
TXT0823,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ,Ekonomi
TXT0824,pemerintahan yang berlandaskan pada aspirasi rakyat adalah visi yang dijalankan oleh prabowo gibran  02melanjutkan  ,Ideologi
TXT0825,eihdelweis itu kampanye wajar saja kok demokrasi tapiii lebih serem mana hayo pendukung 02 ancam kekerasan langsung di akun sosmed capres bikin konten hoax nuduh ini itu tentang capres lain rusuh dan ngatain di konten pendukung lain dgn bahasa template ãââœtetap all in prabowoãââ,Politik
TXT0826,prabowo jangan mau diadu domba terusterusan kita satu   02melanjutkan,Politik
TXT0827,toleransi menjadi pondasi utama bangsa indonesia maka dari itu menteri bumn erick thohir anggap menhan prabowo subianto mampu tetap menjaga harmonisasi umat beragama di indonesia erickthohir   re gadong53,Politik
TXT0828,demi tuhanãâ paslon ganjar mahfud adalah satu satunya paslon yang anti maling apbd anti maling apbn anti pungli anti kelebihan bayar anti nyogokãâ apbd apbn itu amat sangat rawan di korupsi oleh pemimpin pemimpin jaman now korupsi itu maling bangsatãâ walaupun se iman re sabar_setiabudi,Politik
TXT0829,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0830,kapten timnas amin sebut anies baswedan akan tampil menyerang pada debat capres hari ini re oposisicerdas,Politik
TXT0831,pedagang_kritik ajengcute16__ jokowi prabowo masih banyak yang gagal paham bantuan kemanusiaan which is kapal rs itu memang bantuannya prabowo bukan kan itu atas nama pemerintah bukan jokowi tok bukan prabowo tok jangan dipolitisasi seakan2 bantuan prabowo enak ya kalo rangkap jabatan tuh bisa ngiklan tanpa bayar re ardhsta,Politik
TXT0832,hak setiap individu untuk dihormati adalah esensi dari demokrasi  02melanjutkan  prabowo gibran menegakkan hal ini  02melanjutkan  ,Politik
TXT0833,kenapa anies jadi investasi paling menarik re bospurwa,Politik
TXT0834,capres no 3 pak ganjar pranowo memberi harapan dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kitajnk  ,Pertahanan dan Keamanan
TXT0835,prabowo bohong saya tidak bicara tertutup saya bicara terbuka di dpr faktanya prabowo tolak bahas anggaran secara terbuka di komisi1 dpr re cobeh2022,Politik
TXT0836,mantan ketua kpk mengkritisi prabowo tentang memberantas korupsi dengan menaikkan gaji para pejabat silahkan netizen memilih kalau dari paslon 01 pasangan amin adalah memiskinkan para koruptor sedangkan kalau dari paslon 02 adalah menaikan gaji para pejabatpilih yang mana re yurissa_samosir,Politik
TXT0837, aniesbaswedan pdi_perjuangan sbyudhoyono usia anies rb saat itu tidak jauh beda dengan usia gibran bobby atau giring dan kaesang namun kualitas kemampuan intelektual muda yang sama sangat jauh beda wacapres 2024 makin tak mutu saat nepo boy nir etika diorbitkan karbitan no capability re ,Politik
TXT0838,yg rahasia negara itu jumlah tempat nyimpannya alutsista dll bukan cara belinya dan siapa yg jadi brokernya siapa pelaksannya yg dikejar saat debat itu jelas soal tmi dan agrinas krn ada indikasi korupsi sebab kedua perusahaan itu ditenggarai bikinan prabowo re resty_j_cayah,Pertahanan dan Keamanan
TXT0839,jangan mudah terpengaruh ganjar jamin bansos tetap ada ktp sakti tonggak menuju kesejahteraan yang merata jnk  ,Politik
TXT0840,keputusan ganjarmahfud untuk  regulasi pendanaan filantropi akan memotivasi lebih banyak donatur smithbraginski happy new year   l3bihbaik,Sosial Budaya
TXT0841,ganjarmahfud akan membawa inovasi dalam industri keuangan syariah untuk kesejahteraan rakyat qamriyah happy new year   l3bihbaik,Ekonomi
TXT0842,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0843,anies bisa menang satu putaran kalau jokowi tidak lagi sebagai presiden re oposisicerdas,Politik
TXT0844,pak anies every debat capres dan ketika menanggapi 02 re tubbirfess,Politik
TXT0845,aro_6ansi kompastv kpu_id bawaslu_ri omagat padahal tadi prabowo bilang ke anies tidak berhak bahas tenang etika tapi pendukungnya yg tdk ber etikaãâÿââ,Politik
TXT0846,capres nomor urut 1 aniesbaswedan mengatakan bahwa seorang presiden harus menjadi panglima diplomasi bukan sekadar hadir di forum internasional dan jadi penonton itu disampaikannya dalam debat ketiga pilpres 2024 minggu 71 bagaimana pernyataan lengkap anies ãâÿââ dok kpu ri pemilupedia focus debatketiga news svt pilpres2024 debatcapres beranibersuara pemilu2024 aniesbaswedan prabowo ganjarpranowo kumparan re kumparan,Politik
TXT0847,nelayan kita akan mendapatkan dukungan yang komprehensif dengan ganjarmahfud di pemerintahan andres_apry happy new year   l3bihbaik,Politik
TXT0848,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya d pemberantasan korupsi di indonesia  bekasi bekasiãâ ganjar mahfud hebat coblos3 3gm  debatcapres,Politik
TXT0849,kata presiden pupuk langka dan mahal tibaãâ² ada yg tawarkan pupuk subsidi prabowo gibran jadi re narkosun,Sosial Budaya
TXT0850,pendukung 02 ramairamai menggoreng dukungan abu bakar baãââasyir terhadap anies seketika teringat diskusi ãââtolol politikãââ episode 2 kemarin iyamrenzia nyeletuk masalahnya kalau capres itu boleh nggak dia ngelarang ãââeh elu jangan ke gueãââ boleh nggak jadi menurut hemat aku sih enggak cocok kita menggoreng dukungan dari orangorang yang kita enggak setuju dengan pandangannya dan mestinya kita fokus saja pada narasi gagasan dan janjijanji capresnya agaknya enggak fair aja gitu anies dijatuhkan karena orangorang yang memberikan dukungan bukan fokus pada visimisi gagasannya justru dengan menerima beda pandangan ini masih sejalan dengan gagasan yang selalu disuarakan anies yang menerima semuanya urusan setuju atau tidak itu hal lain namanya juga negara demokrasi masa iya pendapat dan suara orang kita halanghalangi mestinya kita fokus pada gagasan visimisi dan janjijanjinya bukan ke kalangan pendukungnya sejauh ini meski anies mendapat dukungan dari kaumkaum yang tak sejalan dengan pemahaman kalian apakah pernah anies hanya mengutamakan satu golongan saja apakah jakarta di bawah  menjadi kota yang radikal kan enggak juga katanya mendukung kebebasan berpendapat dan berekspresi masa ada pendapat dan ekspresi yang berbeda harus kita jauhi ya diomongin baikbaik re dayatpiliang,Ideologi
TXT0851,pelanggaran ham gak akan nyentuh sama kepemimpinan ganjar pranowo jnk   jnkganjar2024,Politik
TXT0852,info_beragam bener banget agar bisa memastikan semua persaudaraan nkri masbowogbran pastinya mengutarakan agar semua orang tegak membentengi pancasila  karenahati baikpakbowo prabowo ,Ideologi
TXT0853,prabowo sebut rasio utang boleh 50 persen dari pdb ekonom seharusnya hatihati bukan semangat tambah utang tempobisnis re tempodotco,Ekonomi
TXT0854,prabowo gibran  pemberantasan korupsi untuk menjaga integritas sistem  02melanjutkan  ,Politik
TXT0855,peter_shearer agungpuma pilkada dki 2017 ahok kalah anies gubernur,Politik
TXT0856,bersama ganjarmahfud kita bisa memastikan setiap desa memiliki peran penting dalam pertumbuhan ekonomi apiak_yeye happy new year   l3bihbaik,Ekonomi
TXT0857,dengan ganjarmahfud di pimpinan indonesia akan memiliki anggaran riset dan inovasi yang kuat mencapai 1 dari pdb pada tahun 2029 thanmustbagoes happy new year   l3bihbaik,Ekonomi
TXT0858,risahart prabowo ah sudah rahasia umum setiap mentri yg kerjanya pro rakyat pasti di gantiyg edanãâ² dibiarkan menjabat terus terkecuali korupsinya ketangkap basah baru di ganti re ,Politik
TXT0859,capres no 3 pak ganjar pranowo memberi harapan dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kitajnk  ,Pertahanan dan Keamanan
TXT0860,februari 2024 hajatan demokrasi indonesia is the real democracy party jangan lupa kita juga bakal buat demokrasi kita lebih keren dengan memilih capres ganjar pranowo   jnk,Politik
TXT0861,dua petinggi tpn ganjarmahfud nyeberang ke kubu prabowogibran yg gk mau jadi oposisi mari pindah ke kubu prabowogibranãâÿââãâÿââ re alextham878,Politik
TXT0862,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0863,ganjar pranowo mahfud md pemimpin yang merakyat dorong pertumbuhan ekonomi yang merata ganjar mahfud hebat l3bihbaik   uang saku posyandu,Ekonomi
TXT0864,ganjar secara cukup mengejutkan berhasil menyampaikan poinpoinnya secara cukup baik terutama perihal kesadaran keamanan siber masalah mef yang belum terpenuhi anggaran pertahanan yang harus dinaikkan setidaknya 1 2 prioritas alutsista untuk angkatan laut dengan dasar indonesia ini adalah negara maritim yang sangat besar dan mendapatkan testimoni langsung dari user mengenai alutsista bekas yang dilimpahkan ke mereka semuanya bagus dan disampaikan dengan tepat ganjarpranowo pertahankan pak dan wujudkan semua itu jika kalian berhasil menang ãâÿââšãâÿââ re randomworldwar,Pertahanan dan Keamanan
TXT0865,demokrasi bukan hanya proses tapi kesempatan untuk semua  02melanjutkan  prabowo gibran memperjuangkan demokrasi yang partisipatif  02melanjutkan  ,Politik
TXT0866,ãâÿââ ganjar mahfud hebat 3gm coblos3  akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia mahfud2024 karawang karawang ctoiwy1izw bersih kuatkankpk mahfud md,Politik
TXT0867,jujurdari 2014 sampai akhir 2019 gw hatersnya jokowi tp alhamdulillah dg mencoba dewasa dlm memahami perbedaan akhirnya gw hrs angkat topi ketika beliau mulai perlahan tinggalkan inangnya lalu brsatu brsma prabowo amp rakyat yg ingin bangsa ini berdaulat adilampmakmur re yusufagro,Politik
TXT0868,dgn tdk memilih prabowo kita selamatkan demokrasi indonesia,Politik
TXT0869,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan panganjnk  ,Politik
TXT0870,terus maju ganjarmahfud keputusan mereka mendukung umkm masuk ekatalog pemerintah bakal membawa perubahan positif untuk ekonomi kerakyatan cidetrue happy new year   l3bihbaik,Ekonomi
TXT0871,prabowo sindir anies yang asal bicara soal pertahanan ambisi mengebugebu sehingga tidak objektif re oposisicerdas,Pertahanan dan Keamanan
TXT0872,rangkuman debat ketiga 1ãââ dlm debat ketiga pak ganjar menyampaikan indeks2 yg menunjukkan ada kecenderungan penurunan posisi indonesia dimata global pak ganjar juga menyinggung ttg anggaran pertahanan yg akan dialokasikan 12 dr pdb utk kesejahteraan prajurit pensiunan serta utk alutsista sakti tdk usang   coblos3 re naandaa27,Pertahanan dan Keamanan
TXT0873,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga sebagai fondasi  jnk  ,Sosial Budaya
TXT0874,ardiningrum22 debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat l3bihbaik   buruh naik kelas,Politik
TXT0875,abah anies baswedan amp cak imin tiba di gedung kpk menghadiri undangan kpk adu gagasan antikorupsi aminajadulu re mdy_asmara1701,Politik
TXT0876,pelanggaran berat apk pelangaran berat etik pelanggar berat ham baliho prabowo gibran_tweet tutupi icon kota batam belum berãâuasa saja semua aturan dilanggar lalu indonesia seperti apa yg akan kita harapkan hallo kpu_id pasti akan siapkan alasan cebokin anak majikan ãâÿââ re ,Politik
TXT0877,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya d pemberantasan korupsi di indonesia  bekasi bekasiãâ ganjar mahfud hebat coblos3 3gm memimpin indonesia ,Politik
TXT0878,lagi lagi prabowo menjelaskan dirinya tak pantas jadi presiden dia tdk bisa menjawab apa yg ditanyakan anies baswedan malah mengatakan tidak pantas bertanya ttg etika lagi lagi soal emosional stability dan etika berdebat memang dia tak terbiasa dg event seperti ini re alisyarief,Sosial Budaya
TXT0879,kebijakan insentif pajak ini akan membantu pertumbuhan bisnis startup di indonesia terima kasih kepada ganjarmahfud urfavvita happy new year   l3bihbaik,Ekonomi
TXT0880,mereka mengadu pada anies dengan terisakisak nb warga kampung bayam merasa dipersulit oleh pj gubernur dki re herculep638,Sosial Budaya
TXT0881,strategi debat anies baswedan dinilai mencerminkan ketajaman dan kecerdasan seorang pemimpin re oposisicerdas,Politik
TXT0882,jenguk relawan korban penganiayaan oknum tni ganjarpranowo tak ada cerita main hakim sendiri calon presiden nomor urut 3 ganjar pranowo menjenguk dua korban dugaan penganiayaan sejumlah oknum anggota tni yang masih dirawat di rumah sakit umum daerah rsud pandan arang boyolali jawa tengah minggu 31122023 malam ganjar tiba di rumah sakit sekitar pukul 2114 wib mantan gubernur jawa tengah itu turut didampingi sang istri siti atikoh ganjar pranowo kedatangan ganjar bersama rombongan disambut direktur rsud pandan arang boyolali fx kristandyoko ganjar kemudian naik menuju ruang mpu bharada lantai tiga gedung merbabu ganjar awalnya masuk ke kamar korban nomor 13 ganjar bersama atikoh dan beberapa perwakilan masuk ke kamar korban nomor 13 setelah itu ganjar keluar dan masuk ke kamar korban nomor 14 hanya saja atikoh tidak ikut masuk mendampingi sang suami atikoh terlihat menitihkan air mata di luar kamar sekitar pukul 2134 wib ganjar keluar dari kamar korban nomor 14 kepada wartawan ganjar mengatakan dari tujuh relawan yang diduga dianiaya sejumlah oknum anggota tni masih ada dua korban yang menjalani rawat inap di rumah sakit dari tujuh anak ada dua yang sekarang masih dirawat satu tadi saya tidak sempat karena masih tidur karena masih bengkakbengkak yang satu sudah bisa diajak bicara hasil pemeriksaan dokter membaik bagus ya tidak gagar otak tulangnya bagus terus kemudian otaknya juga bagus hanya patah gigi dan sebagainya kata ganjar di rsud pandan arang boyolali minggu malam ganjar mengaku sempat mendengarkan cerita dari salah satu korban menurut dia korban pada saat kejadian dugaan penganiayaan sedang berhenti di lampu merah korban kemudian dipukul kalau ada penjelasan lainnya rasarasanya harus ada pengadilan untuk itu biar penjelasannya tidak teng blasur ke manamana kata dia  re aryprasetyo85,Pertahanan dan Keamanan
TXT0883,enak banget ya jadi 01 bikin jadwal desak anies di gedung milik pemerintah diluar hari sabtuminggu sekedar agar bisa framing drama terzholimi lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali mereka mau bikin negara tanpa aturan re partaisocmed,Politik
TXT0884,bicara soal upaya pemberantasan korupsi ãâÿââãââganjarmahfud komitmen akan tingkatkan transparansi miskinkan koruptor dan kirim ke nusakambangan ãâÿââãââprabowogibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji kalian setuju cara siapa re yusuf_dumdum,Politik
TXT0885,dari ketiga capres hanya anies yg bicara model pertahanan yg juga penting adalah diplomasi dan pemain central global perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun disesuaikan dg kebutuhan masa depan re saidi_sudarsono,Pertahanan dan Keamanan
TXT0886,perlu serius dicamkan bahwa aktualitas anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti lcs ini  anies desak anies abah anies anies bubble ,Politik
TXT0887,rumah dp 0 itu terealisasi sdh ada di bbrp tempat walaupun memang diakui secara presentase itu kecil namanya jg on going project dan waktu gubernur kan ada batasnya ya mestinya berkelanjutan dan dilanjutkan pemerintahan selanjutnya kalo pak anies dikritisi tidak selesai gmn dg yg lain boro2 selesai yg ada malah gagal contoh proyek ps yg terkenal food estate atau 03 dlm menangani banjir di pesisir utara jawa tengah gerak saja belum padahal sdh 2 periode jd mari berfikir rasional dg  jgn cuman disorotin satu pihak sorotin yg lain jg dong re asfan_warah,Politik
TXT0888,jinn1202 saling menghargai sesama umat beragama ganjar sangat toleransi ãâÿââãâÿââãâÿââãââãââãâÿââãâÿââ ganjar mahfud hebat 3gm coblos3,Politik
TXT0889,wah keren ganjarmahfud punya niat baik buat merregulasi platform digital baik yang lokal maupun multinasional ini penting buat kepentingan nasional kita fckyouoff_ happy new year   l3bihbaik,Sosial Budaya
TXT0890,keren abis ganjarmahfud bikin kebijakan pro kesejahteraan aph sat set buat bhayangkara pitubolu17   coblos3,Politik
TXT0891,kok bisa ya si mulutmanies salah sejauh itu soal anggaran prabowo kasakkusuk16 dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi,Politik
TXT0892,dua tema yg sudah ramai sebelum  ke3 adalah soal anggaran alutsista anggaran pertahanan dan alutsista bekas prabowo dan tim substansi harusnya sudah siapkan jawaban yg taktis dan efisien untuk satu menit dg argumentasi dan data tapi gak nampak timnya re unilubis,Pertahanan dan Keamanan
TXT0893,demokrat bersama prabowo bukan gibran ãâÿââãâÿââãâÿââ dilematis bagi demokrat tepatnya bagi susilo bambang yudhoyono sby dan agus harimurti yudhoyono ahy gagal menyandingkan ahy dengan anies baswedan demokrat hengkang dari koalisi perubahan malah ketemu gibran gibran putra jokowi ahy putra sby di sini terjadi persaingan para pangeran ahy didaulat oleh sang ayah untuk dipersiapkan menjadi pemimpin masa depan begitu juga gibran tapi malang nasib ahy setidaknya untuk saat ini gagal nyagub dki gagal pula jadi cawapres padahal ahy telah mengorbankan karir indahnya di militer gibran jauh lebih baik nasibnya baru dua tahun jadi walikota solo sekarang menjadi cawapres gibran mendampingi prabowo yang usianya sudah cukup sepuh peluang ahy semakin sulit kalau tidak dibilang tertutup jika prabowogibran jadi prabowo jatuh di tengah jalan gibran yang akan  sepuluh tahun akan membuat ahy kehilangan momentum akan banyak rising stars yang lahir belum lagi jika gibran juga orbitkan putra mahkotanya untuk meneruskan citacita kakeknya anggap saja uraian di atas adalah sebuah imajinasi sby dan ahy tentu tidak suka kalau imajinasi ini bisa terjadi karena ini akan menjadi petaka dan bencana bagi ahy mungkin juga bagi demokrat dilematis maju kena mundur kena terlanjur tinggalkan koalisi perubahan harapannya dihadang oleh hadirnya gibran jadi cawaperes lihat balihobaliho ahy gambarnya hanya foto ahy dan prabowo tulisannya demokrat bersama prabowo kok gak ada foto gibran itulah masalah krusialnya belakangan mulai ada satu dua foto ahy bersama prabowogibran kabarnya demokrat dapat teguran lalu pasang foto gibran di sinilah letak dilematisnya kalau dikalkulasi lebih menguntungkan mana bagi ahy dan demokrat anies  iskandar yang menang atau prabowogibran yang menang ya lebih menguntungkan kalau anies  iskandar apa argumentasinya aniesbaswedan menang demokrat bisa bergabung jika melihat record dan gaya kepemimpinan anies baswedan yang merangkul maka koalisi perubahan akan membuka tangan untuk menerima demokrat bergabung bergabungnya demokrat akan menjadi pintu bagi ahy untuk berkarir lebih terbuka ke depan setidaknya lebih terbuka peluangnya untuk menjadi cawapres 2029 kalau prabowogibran yang menang ahy selesai rivalitas probowo dengan sby dan rivalitas gibran dengan ahy akan menjadi tembok yang terlalu tebal bagi sby dan demokrat untuk mengantarkan karir ahy masih beruntung kalau demokrat masih dibiarkan hidup mari kita bayangkan situasi politik pasca pilpres dengan kemungkinan anies baswedan yang menjadi presiden atau prabowo bagaimana dinamika politiknya dan bagaimana nasib masingmasing partai dengan semua karakternya dalam bermanuver jangan lupa juga dan ini yang terpenting bagaimana nasib rakyat ketika dipimpin anies baswedan atau prabowo juga nasib ekonomi demokrasi dan ham di indonesia setidaknya bisa membandingkan food estate kemenhan dan food station bumd milik dki kok ganjar gak ikut dibicarakan anda pasti sudah tahu jawabannya yang pasti nasib ganjar sedang tidak baikbaik saja re tijabar,Politik
TXT0894,prabowo gibran dpt dukungan dr komunitas basket jakarta koordinator komunitas fanhari nugroho mengatakan capres cawapres 02 pemimpin berprestasi dan bekerja nyata indonesia tdk butuh pemimpin yg hny menyerap apbn spt ktp sakti yg buang waktu rakyat kecil pungli rawan korupsi,Politik
TXT0895,ganjarpranowo dpp_ppp wah selamat harlah k 51 tahun untuk partai persatuan pembangunan tidak teras sudah slma ini mengiringi demokrasi indonesia semoga makin maju dan berkembang serta semakin jaya ttp satukan hati dan pikiran dgn dukung paslon nomer 3 ganjar pranowo dan mahfud md,Politik
TXT0896,rt arus bawah berdaulat jawa timur  dukungannya kepada pasangan ganjar pranowo dan mahfud mdã para relawan yang terdiri dari pedagang kaki lima komunitas nelayan dan kalangan genz ini siap untuk memenangkan pasangan nomor 3 tersebut,Sosial Budaya
TXT0897,ellinoyaa pak anies be like kapan lagi uneguneg masyarakat didenger ama pemerintah tanpa takut kena uu ite amp ditinggal kabur pas didemo ãâÿââãâÿââ re in_rkive,Politik
TXT0898,bandingkan sadis serangan mana antara jokowi dan anies ketika debat dg prabowo bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya re nenkmonica,Politik
TXT0899,ganjarmahfud mendukung kepolisian yang berani memberantas korupsi dan menjunjung tinggi keadilan raflyy_smith   coblos3,Ideologi
TXT0900,hebat pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit 35 untuk koprasi dan umkm semangat pelaku bisnis lokal nct wish jnk  ,Ekonomi
TXT0901,diduga ada istruksi sistematis pada pencabutan izin kegiatan anies di daerah re oposisicerdas,Politik
TXT0902,pesta demokrasi ri bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo   jnk,Politik
TXT0903,jakarta yakin kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat l3bihbaik   ktp sakti,Politik
TXT0904,ãâÿââ ãâ ãâ larismi11 terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat coblos3 3gm nazarpemilu ,Politik
TXT0905,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0906,ganjar pranowo menegaskan kebijakan politik luar negeri harus selalu menjadi perisai yang  kepentingan nasional ganjar juga akan memperkuat infrastruktur diplomasi indonesia ia siap meredefinisi politik bebas aktif  dengan situasi terkini tekadnya juga untuk menjadikan benteng pertahanan nusantara sebagai satu kesatuan yang kokoh ganjar pranowo juga menekankan bahwa reformasi kepolisian akan menjadi prioritas utama dalam perjalanannya dari diplomasi adaptif hingga teknologi pertahanan 50 mereka merancang visi progresif untuk menjawab tuntutan zaman pdiperjuangan  ganjarpresiden    ganjarsatset mahfudtastes re pdi_perjuangan,Pertahanan dan Keamanan
TXT0907,sahabatalaqsha rdooan prabowo pak ini keadaan dimana di palestine gaza mereka tidak mempunyai militer namun mental mereka sangat kuat sehingga membangun gerakan perlawanan atas penindasan genosida mohon di pahami pembelajaran ini biar debat capres 5 tahun kemudian ga blunder,Pertahanan dan Keamanan
TXT0908,dalam pandangan ganjar keadilan dan kesejahteraan harus dirasakan oleh semua termasuk keluarga prajurit rafikabayu debatcapres   coblos16,Politik
TXT0909,agathadew_ sepakat nih masbowogbran pastinya mengingatkan pada seluruh wisudawan dan rakyat untuk menghindar diajak ke arah ajaran yang radikal  karenahati baikpakbowo prabowo ,Ideologi
TXT0910,sepertinya sih jateng lepas dari ganjar dan ini dapat kita lihat dari langkah pdip yang mulai tidak jualan ganjar dan lebih fokus ke perolehan kursi dengan merayu pemilih jokowigibran namun partainya diharapkan tetap pdip re anisabayan1,Politik
TXT0911,ganjar tunggu tindakan dari bawaslu dalam dugaan pelanggaran pemilu oleh gus miftah temponasional re tempodotco,Politik
TXT0912,dukungan untuk ganjarmahfud karena mereka berkomitmen menjadi garda samudra yang melibatkan diplomasi maritim yang membawa manfaat konkret pesonaciherang   coblos3,Pertahanan dan Keamanan
TXT0913,ganjarmahfud akan memastikan bahwa desadesa menjadi bagian penting dari pertumbuhan ekonomi nasional arykim14 happy new year   l3bihbaik,Ekonomi
